"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
1999,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Yei",4.09,30.67,636020,19990508,80.59,"ARUA",30.91,3.04,"M"
2000,"Battles","SPLA-Gadet: Sudanese People's Liberation Army-Gadet","Matiep Militia","Sudan","East Equatoria","Juba",4.84,31.61,636020,20000728,80.59,"ARUA",30.91,3.04,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Ikotos",4.07,33.1,636300,20000822,80.59,"GULU",32.33,2.75,"C"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Narus",3.9,33.63,636300,20000822,80.59,"GULU",32.33,2.75,"C"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Nimule",3.59,32.04,636300,20001022,80.59,"GULU",32.33,2.75,"C"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Jambo",5.06,30.73,636020,20001031,80.59,"ARUA",30.91,3.04,"M"
2001,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636300,20011122,80.59,"GULU",32.33,2.75,"C"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Southern Kordofan","Kurongo Mountains",11.91,29.52,627810,20011206,80.59,"EN NAHUD",28.43,12.69,"C"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Southern Kordofan","Kurongo Mountains",11.91,29.52,627810,20011206,80.59,"EN NAHUD",28.43,12.69,"C"
2002,"Battles","LRA: Lord's Resistance Army","UPDF: Military Forces of Uganda (1986-)","Sudan","East Equatoria","East Equatoria",4.41,32.56,636300,20020303,80.59,"GULU",32.33,2.75,"C"
2002,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Eastern Equatoria","Lafon",5.03,32.45,636300,20020808,80.59,"GULU",32.33,2.75,"C"
2002,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20021223,80.59,"NYALA",24.88,12.05,"C"
2003,"Battles","Beni Amir Ethnic Militia","Norab Ethnic Militia","Sudan","Red Sea","Port Sudan",19.1,37.31,626410,20030105,80.59,"PORT SUDAN",37.21,19.58,"C"
2003,"Battles","Beni Amir Ethnic Militia","Norab Ethnic Militia","Sudan","Red Sea","Port Sudan",19.1,37.31,626410,20030105,80.59,"PORT SUDAN",37.21,19.58,"C"
2006,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","Equatoria","Ogangala",4.57,28.41,636020,20060606,80.59,"ARUA",30.91,3.04,"M"
2007,"Battles","UPDF: Military Forces of Uganda (1986-)","Toposa Ethnic Militia (Sudan)","Sudan","Equatoria","Nimule",3.59,32.04,636300,20070625,80.59,"GULU",32.33,2.75,"C"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20080114,80.59,"NYALA",24.88,12.05,"C"
2008,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","Western Darfur","Jebel Mun",14.13,22.7,627700,20080129,80.59,"GENINA",22.45,13.48,"C"
2008,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Jabal Sirba",13.8,22.53,627700,20080129,80.59,"GENINA",22.45,13.48,"C"
2008,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Central Equatoria","Kajo Kaji",3.88,31.66,636020,20080207,80.59,"ARUA",30.91,3.04,"M"
2008,"Violence against civilians","UPDF: Military Forces of Uganda (1986-)","Civilians (Sudan)","Sudan","West Equatoria","Yambio",4.57,28.41,636020,20080614,80.59,"ARUA",30.91,3.04,"M"
2008,"Violence against civilians","Civilians (Sudan)","LRA: Lord's Resistance Army","Sudan","Equatoria","Pageri in Numbe",4.57,28.41,636020,20080614,80.59,"ARUA",30.91,3.04,"M"
2008,"Battles","SPLA: Sudanese People's Liberation Army","LRA: Lord's Resistance Army","Sudan","Central Equatoria","Nimule",3.59,32.04,636020,20080615,80.59,"ARUA",30.91,3.04,"M"
2008,"Battles","SLM/A-Unity: Sudan Liberation Movement/Army-Unity Faction","Military Forces of Sudan (1989-)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20080828,80.59,"NYALA",24.88,12.05,"C"
2008,"Battles","SLM/A: Sudan Liberation Movement/Army","Military Forces of Sudan (1989-)","Sudan","Western Darfur","Jabel Marrah",13.16,24.36,627900,20080828,80.59,"NYALA",24.88,12.05,"C"
2009,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Western Equatoria","Ibba",4.79,29.13,636020,20090124,80.59,"ARUA",30.91,3.04,"M"
2009,"Battles","Arrow Boys Militia (Sudan)","LRA: Lord's Resistance Army","Sudan","West Equatoria","Yambio",4.85,28.14,636020,20091007,80.59,"ARUA",30.91,3.04,"M"
2009,"Violence against civilians","Civilians (Sudan)","LRA: Lord's Resistance Army","Sudan","West Equatoria","Nambia near Yambio",4.85,28.14,636020,20091007,80.59,"ARUA",30.91,3.04,"M"
2009,"Violence against civilians","Civilians (Sudan)","LRA: Lord's Resistance Army","Sudan","West Equatoria","River Uze near Yambio",4.53,28.43,636020,20091007,80.59,"ARUA",30.91,3.04,"M"
1997,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Qeissan",11.06,34.66,633320,19970115,80.8,"BAHAR DAR",37.41,11.6,"M"
1997,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Qeissan",11.06,34.66,633320,19970115,80.8,"BAHAR DAR",37.41,11.6,"M"
1997,"Violence against civilians","NDA: National Democratic Alliance","Civilians (Sudan)","Sudan","Blue Nile","Qeissan",11.06,34.66,633320,19970115,80.8,"BAHAR DAR",37.41,11.6,"M"
1997,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Blue Nile","Qeissan",11.06,34.66,633320,19970115,80.8,"BAHAR DAR",37.41,11.6,"M"
1998,"Battles","SAF: Sudan Alliance Forces","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,633310,19980206,81,"GONDAR",37.41,12.55,"M"
2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","East Equatoria","Juba",4.84,31.61,636020,20020508,81,"ARUA",30.91,3.04,"M"
2002,"Battles","LRA: Lord's Resistance Army","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Gumbo",4.84,31.61,636020,20020815,81,"ARUA",30.91,3.04,"M"
2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Gumbo",4.84,31.61,636020,20020815,81,"ARUA",30.91,3.04,"M"
2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Rejaf",4.75,31.58,636020,20020815,81,"ARUA",30.91,3.04,"M"
2005,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Yei",4.09,30.67,636020,20051018,81,"ARUA",30.91,3.04,"M"
2008,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","South Darfur","Sheiria (Shu'ayriyah)",12.38,25.61,627900,20080115,81.3,"NYALA",24.88,12.05,"C"
1998,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Yei",4.09,30.67,636020,19980505,81.5,"ARUA",30.91,3.04,"M"
2001,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20010210,81.5,"EL FASHER",25.33,13.61,"C"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020111,81.5,"MALKAL",31.64,9.55,"C"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Lafon",5.03,32.45,636300,20020418,81.5,"GULU",32.33,2.75,"M"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636300,20020418,81.5,"GULU",32.33,2.75,"M"
2002,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Darfur","Darfur",13,25,627600,20021215,81.5,"EL FASHER",25.33,13.61,"C"
2005,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Uganda (1986-)","Sudan","East Equatoria","Yei",4.09,30.67,636020,20051015,81.5,"ARUA",30.91,3.04,"M"
2006,"Violence against civilians","Civilians (Sudan)","LRA: Lord's Resistance Army","Sudan","West Equatoria","Yambio",4.57,28.41,636020,20060419,81.5,"ARUA",30.91,3.04,"M"
2006,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Darfur",13,25,627900,20061207,81.5,"NYALA",24.88,12.05,"C"
2009,"Battles","Unidentified Armed Group (Sudan)","LRA: Lord's Resistance Army","Sudan","West Equatoria","Yambio",4.57,28.41,636020,20090401,81.5,"ARUA",30.91,3.04,"M"
2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Lamwana",3.81,32.9,636300,20020801,81.9,"GULU",32.33,2.75,"M"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Juba",4.84,31.61,636020,20020918,81.9,"ARUA",30.91,3.04,"M"
2006,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Darfur",13,25,627900,20061223,81.9,"NYALA",24.88,12.05,"C"
2006,"Battles","Unidentified Armed Group (Sudan)","Police Forces of Sudan (1989-)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627900,20061224,81.9,"NYALA",24.88,12.05,"C"
2008,"Battles","SPLA: Sudanese People's Liberation Army","LRA: Lord's Resistance Army","Sudan","West Equatoria","Yambio",4.57,28.41,636020,20080918,81.9,"ARUA",30.91,3.04,"M"
1998,"Battles","SAF: Sudan Alliance Forces","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,633310,19980201,82,"GONDAR",37.41,12.55,"M"
1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,633310,19980201,82,"GONDAR",37.41,12.55,"M"
1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,633310,19980201,82,"GONDAR",37.41,12.55,"M"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,633310,19980201,82,"GONDAR",37.41,12.55,"M"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,633310,19980201,82,"GONDAR",37.41,12.55,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Ikotos",4.07,33.1,636300,20000814,82,"GULU",32.33,2.75,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Equatoria","Palataka",4.04,32.45,636300,20000814,82,"GULU",32.33,2.75,"M"
2003,"Battles","Beni Amir Ethnic Militia","Norab Ethnic Militia","Sudan","Red Sea","Port Sudan",19.1,37.31,626410,20030102,82,"PORT SUDAN",37.21,19.58,"C"
2003,"Battles","Beni Amir Ethnic Militia","Norab Ethnic Militia","Sudan","Red Sea","Port Sudan",19.1,37.31,626410,20030102,82,"PORT SUDAN",37.21,19.58,"C"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Um Haraz",11.98,23.23,627900,20040831,82.19,"NYALA",24.88,12.05,"C"
2008,"Battles","Unidentified Armed Group (Sudan)","UNAMID: African Union-United Nations Hybrid Operation in Darfur","Sudan","Western Darfur","Forobaranga (Foro Burunga)",12.11,22.6,627700,20080716,82.19,"GENINA",22.45,13.48,"C"
2008,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20080716,82.19,"GENINA",22.45,13.48,"C"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","SPLA/M-Bahr al Ghazal: Sudanese People's Liberation Army/Movement-Bahr al Ghazal","Sudan","East Equatoria","Juba",5,31.5,636020,19970808,82.4,"ARUA",30.91,3.04,"M"
1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Juba",4.84,31.61,636020,19970808,82.4,"ARUA",30.91,3.04,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Juba",4.84,31.61,636020,19980410,82.4,"ARUA",30.91,3.04,"M"
1998,"Battles","Military Forces of Sudan (1989-)","UPDF: Military Forces of Uganda (1986-)","Sudan","Eastern Equatoria","Eastern Equatoria",4.41,32.56,636300,19981010,82.4,"GULU",32.33,2.75,"M"
1998,"Battles","SPLA: Sudanese People's Liberation Army","LRA: Lord's Resistance Army","Sudan","Eastern Equatoria","Ngangala",4.41,32.56,636300,19981010,82.4,"GULU",32.33,2.75,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Torit",4.41,32.56,636300,19981010,82.4,"GULU",32.33,2.75,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Equatoria","Liria",4.64,32.08,636300,19981010,82.4,"GULU",32.33,2.75,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Torit",4.41,32.56,636300,19981010,82.4,"GULU",32.33,2.75,"M"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","East Equatoria","Torit",4.41,32.56,636300,19981010,82.4,"GULU",32.33,2.75,"M"
1999,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Yei",4.09,30.67,636020,19990408,82.4,"ARUA",30.91,3.04,"M"
1999,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Yei",4.09,30.67,636020,19990504,82.4,"ARUA",30.91,3.04,"M"
1999,"Battles","SSDF-Marchar: South Sudan Defense Forces-Marchar","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19990523,82.4,"MALKAL",31.64,9.55,"C"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19990523,82.4,"MALKAL",31.64,9.55,"C"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,19990523,82.4,"MALKAL",31.64,9.55,"C"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Lanya",4.87,33.71,636300,20000502,82.4,"GULU",32.33,2.75,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Narus",3.9,33.63,636300,20000819,82.4,"GULU",32.33,2.75,"M"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Central Equatoria","Tali",5.9,30.77,636020,20001017,82.4,"ARUA",30.91,3.04,"M"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020112,82.4,"MALKAL",31.64,9.55,"C"
2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020112,82.4,"MALKAL",31.64,9.55,"C"
2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","East Equatoria","Torit",4.41,32.56,636300,20020512,82.4,"GULU",32.33,2.75,"M"
2002,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","Eastern Equatoria","Imotong Hills",4.09,32.84,636300,20020620,82.4,"GULU",32.33,2.75,"M"
2002,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","Equatoria","Kit",4.16,32.05,636300,20020620,82.4,"GULU",32.33,2.75,"M"
2002,"Battles","LRA: Lord's Resistance Army","UPDF: Military Forces of Uganda (1986-)","Sudan","Southern Sudan","""Imotong mountains, between Magwi and Kit valley""",4.41,32.56,636300,20020620,82.4,"GULU",32.33,2.75,"M"
2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Acholi Mountains",4.08,32.59,636300,20020620,82.4,"GULU",32.33,2.75,"M"
2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Eastern Equatoria","Imotong Hills",4.09,32.84,636300,20020620,82.4,"GULU",32.33,2.75,"M"
2002,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Eastern Equatoria","Lafon",5.03,32.45,636300,20020714,82.4,"GULU",32.33,2.75,"M"
2002,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Eastern Equatoria","Lafon",5.03,32.45,636300,20020809,82.4,"GULU",32.33,2.75,"M"
2002,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","Equatoria","Kochol",4.4,33.51,636300,20020915,82.4,"GULU",32.33,2.75,"M"
2002,"Battles","Military Forces of Sudan (1989-)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Juba",4.84,31.61,636020,20020928,82.4,"ARUA",30.91,3.04,"M"
2002,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","East Equatoria","Torit",4.41,32.56,636300,20021004,82.4,"GULU",32.33,2.75,"M"
2003,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Western Darfur","Kulbus",14.36,22.43,627700,20031228,82.4,"GENINA",22.45,13.48,"C"
2004,"Violence against civilians","Unidentified Ethnic Militia (Sudan)","Civilians (Sudan)","Sudan","Darfur","Sarafaya",13.71,22.26,627700,20041124,82.4,"GENINA",22.45,13.48,"C"
2004,"Violence against civilians","Unidentified Ethnic Militia (Sudan)","Civilians (Sudan)","Sudan","Darfur","Wadi Kunjan",12.51,22.43,627700,20041124,82.4,"GENINA",22.45,13.48,"C"
2005,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Juba",4.84,31.61,636020,20050814,82.4,"ARUA",30.91,3.04,"M"
2005,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","Near Nimule","Atiki",3.59,32.04,636300,20050816,82.4,"GULU",32.33,2.75,"M"
2005,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","Eastern Equatoria","Nimule",3.59,32.04,636300,20050816,82.4,"GULU",32.33,2.75,"M"
2006,"Riots","Rioters (Sudan)","LRA: Lord's Resistance Army","Sudan","West Equatoria","Yambio",4.57,28.41,636020,20060319,82.4,"ARUA",30.91,3.04,"M"
2007,"Battles","African Union Forces (2002-)","Unidentified Armed Group (Sudan)","Sudan","North Darfur","Kutum",14.19,24.66,627600,20070130,82.4,"EL FASHER",25.33,13.61,"C"
2007,"Battles","Military Forces of Chad (1991-)","Military Forces of Sudan (1989-)","Sudan","Wilayat Bahr al-Ghazal","Farash Bongo",7.81,27.57,628800,20070411,82.4,"WAU",28.01,7.69,"C"
2008,"Violence against civilians","Misseriya Ethnic Militia","Civilians (Sudan)","Sudan","Southern Kordofan","Hijlij (Mayawaral al Hijlij)",11.56,29.95,628030,20080216,82.4,"RASHAD",31.04,11.86,"C"
2008,"Violence against civilians","UPDF: Military Forces of Uganda (1986-)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636300,20080728,82.4,"GULU",32.33,2.75,"M"
2008,"Violence against civilians","Military Forces of  Uganda (1986-)","Civilians (Sudan)","Sudan","Eastern Equatoria","Nimule",3.59,32.04,636300,20080728,82.4,"GULU",32.33,2.75,"M"
2009,"Battles","Nuer Ethnic Group","Unidentified Armed Group (Sudan)","Sudan","Bahr el Ghazal","Mayom",6.34,29.48,629410,20090813,82.4,"JUBA",31.6,4.86,"C"
